Make_ID,Make_Name,Model_ID,Model_Name,MSRP,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Displacement,Cylinder,Vehicle Class,EPA Air Pollution Score
476,Dodge,1895,Charger,43351.692307692300,nan,19335.444444444400,19500.0,16612.2,18540.25,14800.0,11120.0,11300.0,8495.0,nan,nan,nan,nan,,,,
476,Dodge,1892,Avenger,,,,,,,,,,,,,,,,,,
476,Dodge,1896,Caliber,,,,,,,,,,,,,,,,,,
476,Dodge,1897,Viper,,,,,,,,,,,,,,,,,,
476,Dodge,1938,Ram,,,,,,,,,,,,,,,,,,
476,Dodge,2054,Dart,,,,,,,,,,,,,,,,,,
476,Dodge,5878,Intrepid,,,,,,,,,,,,,,,,,,
476,Dodge,5879,Stratus,,,,,,,,,,,,,,,,,,
476,Dodge,5880,Neon,,,,,,,,,,,,,,,,,,
476,Dodge,6250,Colt,,,,,,,,,,,,,,,,,,
476,Dodge,6254,Stealth,,,,,,,,,,,,,,,,,,
476,Dodge,14351,Spirit,,,,,,,,,,,,,,,,,,
476,Dodge,14363,SHADOW,,,,,,,,,,,,,,,,,,
476,Dodge,14375,Dynasty,,,,,,,,,,,,,,,,,,
476,Dodge,14376,Daytona,,,,,,,,,,,,,,,,,,
476,Dodge,14389,Monaco,,,,,,,,,,,,,,,,,,
476,Dodge,14402,OMNI,,,,,,,,,,,,,,,,,,
476,Dodge,14414,SHELBY,,,,,,,,,,,,,,,,,,
476,Dodge,14415,ARIES,,,,,,,,,,,,,,,,,,
476,Dodge,14416,600,,,,,,,,,,,,,,,,,,
476,Dodge,14417,DIPLOMAT,,,,,,,,,,,,,,,,,,
476,Dodge,14418,LANCER,,,,,,,,,,,,,,,,,,
476,Dodge,14419,Conquest,,,,,,,,,,,,,,,,,,
476,Dodge,14766,400,,,,,,,,,,,,,,,,,,
476,Dodge,14767,Mirada,,,,,,,,,,,,,,,,,,
476,Dodge,14772,ST.REGIS,,,,,,,,,,,,,,,,,,
492,Fiat,2055,500,23585.6,nan,nan,14700.0,12111.0,12017.8,11698.375,11150.0,10131.666666666700,8190.666666666670,nan,nan,nan,nan,1.4,4,station wagon,3
492,Fiat,11448,124 Spider,,,,,,,,,,,,,,,,,,
492,Fiat,14603,Spider 2000,,,,,,,,,,,,,,,,,,
492,Fiat,14604,X 1/9,,,,,,,,,,,,,,,,,,
492,Fiat,14605,Brava,,,,,,,,,,,,,,,,,,
492,Fiat,14606,Strada,,,,,,,,,,,,,,,,,,
460,Ford,1780,Fusion,27387.666666666700,nan,16199.625,15381.181818181800,13750.833333333300,11746.333333333300,14480.0,nan,nan,7475.0,nan,nan,nan,nan,1.5,4,midsize car,7
460,Ford,1781,Mustang,47458.5,nan,20613.75,22583.5,18197.4,23486.85714285710,21200.0,16777.0,4995.0,nan,nan,nan,nan,13995.0,2.3,4,small car,5
460,Ford,1782,Taurus,44810.0,nan,19400.0,16296.333333333300,15391.75,15650.0,13870.0,nan,9536.0,9590.0,nan,nan,nan,nan,,,,
460,Ford,3267,Fiesta,19889.444444444400,nan,12247.0,11494.461538461500,11321.5,10564.5,5991.0,7520.666666666670,5997.5,nan,5977.0,nan,nan,nan,,,,
460,Ford,1778,Crown Victoria,,,,,,,,,,,,,,,,,,
460,Ford,1779,Focus,,,,,,,,,,,,,,,,,,
460,Ford,2345,Thunderbird,,,,,,,,,,,,,,,,,,
460,Ford,2346,GT,,,,,,,,,,,,,,,,,,
460,Ford,2347,Five Hundred,,,,,,,,,,,,,,,,,,
460,Ford,3462,C-max,,,,,,,,,,,,,,,,,,
460,Ford,5181,Escort,,,,,,,,,,,,,,,,,,
460,Ford,5182,ZX2,,,,,,,,,,,,,,,,,,
460,Ford,6703,Aspire,,,,,,,,,,,,,,,,,,
460,Ford,6730,Probe,,,,,,,,,,,,,,,,,,
460,Ford,6731,Contour,,,,,,,,,,,,,,,,,,
460,Ford,10378,Festiva,,,,,,,,,,,,,,,,,,
460,Ford,13958,Tempo,,,,,,,,,,,,,,,,,,
460,Ford,14196,Laser,,,,,,,,,,,,,,,,,,
460,Ford,14199,LTD,,,,,,,,,,,,,,,,,,
460,Ford,14614,Fairmont,,,,,,,,,,,,,,,,,,
460,Ford,14618,Granada,,,,,,,,,,,,,,,,,,
460,Ford,14930,'34,,,,,,,,,,,,,,,,,,
5083,Genesis,12579,G80,53998.666666666700,nan,44618.5,28020.0,27613.176470588200,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.3,6,large car,3
5083,Genesis,12580,G90,76778.33333333330,nan,nan,nan,37038.71428571430,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.3,6,large car,3
5083,Genesis,23521,G70,47786.5,nan,39459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,small car,3
472,GMC,9044,Electric Vehicle,,,,,,,,,,,,,,,,,,
472,GMC,11490,C/K Pickup,,,,,,,,,,,,,,,,,,
472,GMC,14469,P Truck Forward,,,,,,,,,,,,,,,,,,
472,GMC,14470,Motorhome Chassis,,,,,,,,,,,,,,,,,,
472,GMC,14481,Rally,,,,,,,,,,,,,,,,,,
472,GMC,14554,S15 Pickup,,,,,,,,,,,,,,,,,,
